1	Figurar		RAE.	aleatoria	Imitar algo dentro de una ficción determinada. Los personajes figuran estar yéndose.	No correcta
1	Respetado		RAE.	aleatoria	Tener respeto, veneración, acatamiento.	Correcta
1	Especialmente		RAE.	easier	De manera especial	Correcta
1	Identificar		RAE.	easier	Dar los datos personales necesarios para ser reconocido.	Correcta
1	Incluya		RAE.	aleatoria	Poner algo o a alguien dentro de una cosa o de un conjunto, o dentro de sus límites.	Correcta
1	Reside		RAE.	aleatoria	Estar establecido en un lugar.	Correcta
2	Remitido		RAE.	aleatoria	Artículo o noticia cuya publicación interesa a un particular y que a petición de este se inserta en un periódico mediante pago. Suele llevar al final una R.	No correcta*
2	Analizado		RAE.	aleatoria	Someter algo a un análisis. Analizar un problema, un producto.	Correcta
2	Consideren		RAE.	aleatoria	Pensar sobre algo analizándolo con atención. Considera el asunto en todos sus aspectos.	Correcta
2	Diferenciar		EASY	easier	Señalar las cosas que hacen que una persona o cosa no sea igual a otra. 	Correcta
2	Científicamente		RAE.	aleatoria	Desde el punto de vista científico. Científicamente, esa afirmación no se sostiene.	Correcta
2	Evidencia		RAE.	easier	Certeza clara y manifiesta de la que no se puede dudar. La evidencia de la derrota lo dejó aturdido.	Correcta
2	Avale		RAE.	aleatoria	Garantizar por medio de aval.	Correcta
2	Influye		RAE.	easier	Contribuir con más o menos eficacia al éxito de un negocio.	No correcta
2	Directamente		RAE.	easier	De un modo directo.	Correcta
2	 Inciden		EASY	aleatoria	Hecho o suceso poco importante, pero que afecta a la normalidad de las cosas.	No correcta
2	Contempla		EASY	aleatoria	Mirar algo o a alguien con calma y atención. 	No correcta
2	Presentaron		RAE.	aleatoria	Hacer manifestación de algo, ponerlo en la presencia de alguien.	Correcta
2	 Analizadas		RAE.	aleatoria	Someter algo a un análisis. Analizar un problema, un producto.	Correcta
2	Suficientemente		RAE.	aleatoria	De un modo suficiente.	Correcta
2	Sirviera		RAE.	aleatoria	Estar al servicio de alguien.	No correcta
2	Clasificaron		RAE.	aleatoria	Ordenar o disponer por clases algo.	Correcta
2	Localizaron		RAE.	aleatoria	Fijar, encerrar en límites determinados.	Correcta
2	Iniciado		RAE.	aleatoria	Dicho de una persona: Que comparte el conocimiento de algo reservado a un grupo limitado.	No correcta
2	Oficialmente		RAE.	aleatoria	Con carácter oficial.	Correcta
2	Reforzar		RAE.	aleatoria	Engrosar o añadir nuevas fuerzas o fomento a algo.	Correcta
2	Incorporar		RAE.	aleatoria	Unir una persona o una cosa a otra u otras para que haga un todo con ellas.	Correcta
2	Desarrollando		RAE.	aleatoria	Aumentar o reforzar algo de orden físico, intelectual o moral. Desarrollar la musculatura, la memoria.	Correcta
2	Modifique		RAE.	aleatoria	Transformar o cambiar algo mudando alguna de sus características.	Correcta
3	Concretar		RAE.	aleatoria	Hacer concreto algo.	Correcta
3	Inaugurado		RAE.	aleatoria	Dar principio a una cosa con cierta solemnidad.	Correcta
3	Asegurado		RAE.	aleatoria	Protegido de las consecuencias de un riesgo mediante un seguro. o a entidad, u.	No correcta
3	Contribuye		RAE.	aleatoria	Dicho de una persona: Dar o pagar la cuota que le cabe por un impuesto o repartimiento.	No correcta
3	Manifestado		RAE.	aleatoria	Declarar, dar a conocer.	Correcta
3	Desbloquee		RAE.	aleatoria	Levantar o eliminar el bloqueo.	Correcta
3	Explicado		RAE.	easier	Declarar o exponer cualquier materia, doctrina o texto difícil, con palabras muy claras para hacerlos más perceptibles.	Correcta
3	Involucremos		RAE.	aleatoria	Abarcar, incluir, comprender.	Correcta
3	Continuarán		RAE.	aleatoria	Seguir haciendo lo comenzado.	Correcta
3	Tendiendo		RAE.	aleatoria	Desdoblar, extender o desplegar lo que está cogido, doblado, arrugado o amontonado.	No correcta
3	Señalado		RAE.	aleatoria	Insigne, famoso.	No correcta
3	Visibilizar		EASY	aleatoria	Hacer algo visible o fácil de ver. 	Correcta
3	Concienciar		EASY	aleatoria	Hacer que las personas sean conscientes de problemas sociales, políticos o económicos, por ejemplo. 	Correcta
3	Orientadas		RAE.	easier	Designar en un mapa, por medio de una flecha u otro signo, el punto septentrional, para que se venga en conocimiento de la situación de los objetos que comprende.	No correcta
3	Paliar		RAE.	easier	Mitigar la violencia de ciertas enfermedades.	Correcta
3	Destacado		RAE.	aleatoria	Hacerse notar, ser más visible algo o alguien por alguna característica.	Correcta
3	Seleccionar		RAE.	aleatoria	Elegir, escoger por medio de una selección.	Correcta
3	Coincidido		RAE.	easier	Dicho de dos o más cosas: Ocurrir a un mismo tiempo, convenir en el modo, ocasión u otras circunstancias.	No correcta
3	Cuente		RAE.	aleatoria	Numerar o computar las cosas considerándolas como unidades homogéneas. Contar los días, las ovejas.	No correcta
3	Reivindicado		RAE.	aleatoria	Reclamar algo a lo que se tiene derecho. 	Correcta
3	Verdaderamente		RAE.	aleatoria	Con toda verdad o con verdad.	Correcta
3	Comunicarse		RAE.	easier	Descubrir, manifestar o hacer saber a alguien algo.	No correcta
3	Concluido		RAE.	aleatoria	Acabar o finalizar algo. Concluí mi exposición. Medidas para concluir con el exceso de velocidad en carretera.	Correcta
4	Millones		RAE.	easier	Servicio que los reinos tenían concedido al rey sobre el consumo de determinados productos, que se renovaba de seis en seis años.	No correcta
4	Soledad		EASY	aleatoria	Falta de compañía. Ejemplo de uso: Hice el camino en soledad.	Correcta
4	Impuesta		RAE.	aleatoria	Cuba y Méx. acostumbrado (‖ que tiene determinadas costumbres).	No correcta
4	Circunstancias		RAE.	aleatoria	Accidente de tiempo, lugar, modo, etc., que está unido a la sustancia de algún hecho o dicho.	Correcta
4	Patente		RAE.	easier	Comida o refresco que, por costumbre, hacen pagar los más antiguos a quien entra de nuevo en un empleo u ocupación.	No correcta
4	Asociadas		RAE.	easier	Unirse con otras personas para hacer algo con ellas. Ejemplo de uso: Luis se asoció con sus compañeros para conseguir que les subieran el sueldo.	No correcta
4	Reencuentro		RAE.	aleatoria	Acción y efecto de reencontrar.	Correcta
4	Abundancia		RAE.	aleatoria	Gran cantidad.	Correcta
4	Queridos		RAE.	easier	, antepuesto a un nombre, como fórmula de cortesía para dirigirse a una persona de manera cordial o afectuosa, oralmente o por escrito. No, mi querido amigo. Queridos hijos.	No correcta
4	Reciprocidad		RAE.	easier	Cualidad de recíproco ([UNK] que tiene como antecedente otros argumentos del mismo predicado).	No correcta
4	Frecuentes		RAE.	aleatoria	Repetido a menudo.	Correcta
4	Sorprendente		RAE.	aleatoria	Que sorprende o admira.	Correcta
4	Disfrutan		EASY	aleatoria	Estar feliz o sentir placer al hacer algo o estar en alguna situación. Ejemplo de uso: Alberto disfruta cuando está en la playa.	Correcta
4	Demasía		RAE.	easier	Terreno franco, pero no adecuado para libre concesión por su insignificancia o irregularidad, comprendido entre dos o más minas, a las cuales se debe adjudicar como complemento, por derecho preferente.	No correcta
4	Trasnochar		RAE.	aleatoria	Dicho de una persona: Pasar la noche, o gran parte de ella, velando o sin dormir.	Correcta
4	Comprobado		RAE.	aleatoria	Confirmar la veracidad o exactitud de algo.	Correcta
4	Pensamiento		RAE.	easier	Conjunto de ideas propias de una persona, de una colectividad o de una época.	No correcta
4	Incrementa		EASY	aleatoria	Crecer o hacer que una cosa aumente o crezca. Ejemplo de uso: Tenemos que incrementar las horas de trabajo.	Correcta
4	Psíquicas		RAE.	aleatoria	Perteneciente o relativo a las funciones y contenidos psicológicos.	Correcta
4	Redunda		RAE.	aleatoria	Dicho especialmente de un líquido: Rebosar, salirse de sus límites o bordes por demasiada abundancia.	No correcta
4	Comunicación		RAE.	easier	Trato, correspondencia entre dos o más personas.	Correcta
4	Asocia		EASY	easier	Relacionar ideas o cosas que tienen algo en común. Ejemplo de uso: Luis tiene que asociar cada palabra con su dibujo.	Correcta
4	Reencuentros		RAE.	aleatoria	Acción y efecto de reencontrar.	Correcta
4	Celebraciones		RAE.	aleatoria	Acción de celebrar.	Correcta
4	Multitudinarias		RAE.	aleatoria	Que forma multitud.	Correcta
4	Sorprendido		RAE.	aleatoria	Pillar desprevenido.	Correcta
4	Agradece		RAE.	aleatoria	Sentir gratitud.	Correcta
4	Alternativos		RAE.	aleatoria	Que se dice, hace o sucede con alternación.	Correcta
4	Ilusionante		RAE.	aleatoria	Que produce ilusión (‖ esperanza cuyo cumplimiento parece atractivo).	Correcta
4	Concierto		RAE.	aleatoria	Buen orden y disposición de las cosas.	No correcta
4	Conductor		RAE.	aleatoria	Que conduce.	Correcta
4	Horizonte		RAE.	aleatoria	Límite visual de la superficie terrestre, donde parecen juntarse el cielo y la tierra.	No correcta
4	Creyente		RAE.	aleatoria	Que cree. Especialmente a quien profesa determinada fe religiosa.	Correcta
4	Cristiano		RAE.	aleatoria	Perteneciente o relativo a la religión de Cristo.	Correcta
4	Religioso		RAE.	aleatoria	Perteneciente o relativo a la religión. Creencia religiosa.	Correcta
4	Paradores		RAE.	aleatoria	Que para o se para.	No correcta
4	Prefiera		RAE.	aleatoria	Dar la preferencia.	Correcta
4	Estímulos		RAE.	aleatoria	Agente físico, químico, mecánico, etc., que desencadena una reacción funcional en un organismo.	No correcta
4	Demostrado		RAE.	aleatoria	Manifestar, declarar.	No correcta
4	Depresión		RAE.	aleatoria	Acción y efecto de deprimir o deprimirse.	Correcta
4	Yernos		RAE.	aleatoria	Cónyuge masculino de la hija o del hijo de una persona.	Correcta
